,Location Name,Coordinates,URL for files
15,Troughton.Island.AP WA AUS,"['126.1490', '-13.75400', '8.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/WA_Western_Australia/AUS_WA_Troughton.Island.AP.941020_TMYx.zip
16,Browse.Island.AP WA AUS,"['123.5471', '-14.11170', '0.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/WA_Western_Australia/AUS_WA_Browse.Island.AP.941030_TMYx.2004-2018.zip
17,Browse.Island.AP WA AUS,"['123.5480', '-14.10900', '0.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/WA_Western_Australia/AUS_WA_Browse.Island.AP.941030_TMYx.2007-2021.zip
18,Browse.Island.AP WA AUS,"['123.5480', '-14.10900', '0.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/WA_Western_Australia/AUS_WA_Browse.Island.AP.941030_TMYx.zip
19,Noonamah.Emkaytee.AP NT AUS,"['131.0473', '-12.61000', '17.5']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Noonamah.Emkaytee.AP.941050_TMYx.2007-2021.zip
20,Noonamah.Emkaytee.AP NT AUS,"['131.0473', '-12.61000', '17.5']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Noonamah.Emkaytee.AP.941050_TMYx.zip
21,Ngukurr.AP NT AUS,"['134.7500', '-14.71700', '14.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Ngukurr.AP.941060_TMYx.2007-2021.zip
22,Ngukurr.AP NT AUS,"['134.7500', '-14.71700', '14.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Ngukurr.AP.941060_TMYx.zip
23,Croker.Island.AP NT AUS,"['132.4830', '-11.16700', '15.5']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Croker.Island.AP.941080_TMYx.2007-2021.zip
24,Croker.Island.AP NT AUS,"['132.4830', '-11.16700', '15.5']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Croker.Island.AP.941080_TMYx.zip
25,Murganella.Airstrip NT AUS,"['132.5500', '-11.55000', '11.5']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Murganella.Airstrip.941090_TMYx.2007-2021.zip
26,Murganella.Airstrip NT AUS,"['132.5500', '-11.55000', '11.5']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Murganella.Airstrip.941090_TMYx.zip
27,Oenpelli.AP NT AUS,"['133.4330', '-12.33300', '9.1']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Oenpelli.AP.941100_TMYx.2007-2021.zip
28,Oenpelli.AP NT AUS,"['133.4330', '-12.33300', '9.1']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Oenpelli.AP.941100_TMYx.zip
29,Dum.in.Mirrie.AP NT AUS,"['130.3670', '-12.63300', '4.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Dum.in.Mirrie.AP.941160_TMYx.2004-2018.zip
30,Dum.in.Mirrie.AP NT AUS,"['130.3730', '-12.63500', '4.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Dum.in.Mirrie.AP.941160_TMYx.2007-2021.zip
31,Dum.in.Mirrie.AP NT AUS,"['130.3730', '-12.63500', '4.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Dum.in.Mirrie.AP.941160_TMYx.zip
32,Nauiyu-Daly.River.AP NT AUS,"['130.6830', '-13.73300', '16.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Nauiyu-Daly.River.AP.941170_TMYx.2004-2018.zip
33,Nauiyu-Daly.River.AP NT AUS,"['130.6830', '-13.73300', '16.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Nauiyu-Daly.River.AP.941170_TMYx.2007-2021.zip
34,Nauiyu-Daly.River.AP NT AUS,"['130.6830', '-13.73300', '16.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Nauiyu-Daly.River.AP.941170_TMYx.zip
35,Pirlangimpi-Garden.Point.AP NT AUS,"['130.4170', '-11.40000', '19.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Pirlangimpi-Garden.Point.AP.941190_TMYx.2004-2018.zip
36,Pirlangimpi-Garden.Point.AP NT AUS,"['130.4217', '-11.40220', '19.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Pirlangimpi-Garden.Point.AP.941190_TMYx.2007-2021.zip
37,Pirlangimpi-Garden.Point.AP NT AUS,"['130.4217', '-11.40220', '19.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Pirlangimpi-Garden.Point.AP.941190_TMYx.zip
38,Darwin.Intl.AP NT AUS,"['130.8770', '-12.41500', '31.4']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Darwin.Intl.AP.941200_TMYx.2004-2018.zip
39,Darwin.Intl.AP NT AUS,"['130.8925', '-12.42390', '31.4']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Darwin.Intl.AP.941200_TMYx.2007-2021.zip
40,Darwin.Intl.AP NT AUS,"['130.8925', '-12.42390', '31.4']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Darwin.Intl.AP.941200_TMYx.zip
41,Channel.Point NT AUS,"['130.1170', '-13.16700', '4.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Channel.Point.941210_TMYx.2007-2021.zip
42,Channel.Point NT AUS,"['130.1170', '-13.16700', '4.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Channel.Point.941210_TMYx.zip
43,Cape.Fourcroy.Lighthouse NT AUS,"['130.0243', '-11.79750', '3.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Cape.Fourcroy.Lighthouse.941220_TMYx.2004-2018.zip
44,Point.Fawcett NT AUS,"['130.0300', '-11.76280', '3.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Point.Fawcett.941220_TMYx.2007-2021.zip
45,Cape.Fourcroy.Lighthouse NT AUS,"['130.0300', '-11.76280', '3.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Cape.Fourcroy.Lighthouse.941220_TMYx.zip
46,Gunn.point NT AUS,"['131.0330', '-12.23300', '15.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Gunn.point.941230_TMYx.zip
47,Batchelor.AP NT AUS,"['131.0170', '-13.05000', '105.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Batchelor.AP.941250_TMYx.2004-2018.zip
48,Batchelor.AP NT AUS,"['131.0253', '-13.05440', '105.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Batchelor.AP.941250_TMYx.2007-2021.zip
49,Batchelor.AP NT AUS,"['131.0253', '-13.05440', '105.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Batchelor.AP.941250_TMYx.zip
50,Point.Stuart NT AUS,"['131.8830', '-12.23300', '1.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Point.Stuart.941270_TMYx.2004-2018.zip
51,Point.Stuart NT AUS,"['131.8790', '-12.24400', '1.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Point.Stuart.941270_TMYx.2007-2021.zip
52,Point.Stuart NT AUS,"['131.8790', '-12.24400', '1.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Point.Stuart.941270_TMYx.zip
53,Douglas.River NT AUS,"['131.1830', '-13.83300', '44.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Douglas.River.941280_TMYx.2004-2018.zip
54,Douglas.River NT AUS,"['131.1872', '-13.83440', '44.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Douglas.River.941280_TMYx.2007-2021.zip
55,Douglas.River NT AUS,"['131.1872', '-13.83440', '44.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Douglas.River.941280_TMYx.zip
56,Cape.Don NT AUS,"['131.7670', '-11.31700', '20.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Cape.Don.941290_TMYx.2004-2018.zip
57,Cape.Don NT AUS,"['131.7660', '-11.30720', '20.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Cape.Don.941290_TMYx.2007-2021.zip
58,Cape.Don NT AUS,"['131.7660', '-11.30720', '20.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Cape.Don.941290_TMYx.zip
59,Bradshaw NT AUS,"['130.8000', '-14.95000', '76.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Bradshaw.941300_TMYx.2004-2018.zip
60,Bradshaw NT AUS,"['130.8090', '-14.94100', '76.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Bradshaw.941300_TMYx.2007-2021.zip
61,Bradshaw NT AUS,"['130.8090', '-14.94100', '76.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Bradshaw.941300_TMYx.zip
62,RAAF.Tindal NT AUS,"['132.3780', '-14.52100', '135.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_RAAF.Tindal.941310_TMYx.2004-2018.zip
63,RAAF.Tindal NT AUS,"['132.3825', '-14.52280', '135.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_RAAF.Tindal.941310_TMYx.2007-2021.zip
64,RAAF.Tindal NT AUS,"['132.3825', '-14.52280', '135.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_RAAF.Tindal.941310_TMYx.zip
65,Katherine.Country.Club NT AUS,"['132.2670', '-14.46700', '106.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Katherine.Country.Club.941320_TMYx.2007-2021.zip
66,Katherine.Country.Club NT AUS,"['132.2670', '-14.46700', '106.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Katherine.Country.Club.941320_TMYx.zip
67,Port.Essington-Smith.Point.AP NT AUS,"['132.1330', '-11.15000', '5.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Port.Essington-Smith.Point.AP.941340_TMYx.2007-2021.zip
68,Port.Essington-Smith.Point.AP NT AUS,"['132.1330', '-11.15000', '5.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Port.Essington-Smith.Point.AP.941340_TMYx.zip
69,McCluer.Island NT AUS,"['132.9830', '-11.05000', '2.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_McCluer.Island.941350_TMYx.2004-2018.zip
70,McCluer.Island NT AUS,"['132.9790', '-11.04700', '2.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_McCluer.Island.941350_TMYx.2007-2021.zip
71,McCluer.Island NT AUS,"['132.9790', '-11.04700', '2.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_McCluer.Island.941350_TMYx.zip
72,Jabiru.AP NT AUS,"['132.9000', '-12.66700', '28.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Jabiru.AP.941370_TMYx.2004-2018.zip
73,Jabiru.AP NT AUS,"['132.8939', '-12.65940', '28.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Jabiru.AP.941370_TMYx.2007-2021.zip
74,Jabiru.AP NT AUS,"['132.8939', '-12.65940', '28.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Jabiru.AP.941370_TMYx.zip
75,Oenpelli NT AUS,"['133.0500', '-12.33300', '9.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Oenpelli.941380_TMYx.2007-2021.zip
76,Oenpelli NT AUS,"['133.0500', '-12.33300', '9.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Oenpelli.941380_TMYx.zip
77,Warruwi-South.Goulburn.Island.AP NT AUS,"['133.3830', '-11.65000', '20.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Warruwi-South.Goulburn.Island.AP.941390_TMYx.2004-2018.zip
78,Warruwi-South.Goulburn.Island.AP NT AUS,"['133.3797', '-11.65030', '20.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Warruwi-South.Goulburn.Island.AP.941390_TMYx.2007-2021.zip
79,Warruwi-South.Goulburn.Island.AP NT AUS,"['133.3797', '-11.65030', '20.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Warruwi-South.Goulburn.Island.AP.941390_TMYx.zip
80,Milingimbi.AP NT AUS,"['134.9000', '-12.11700', '16.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Milingimbi.AP.941400_TMYx.2004-2018.zip
81,Milingimbi.AP NT AUS,"['134.8919', '-12.09310', '16.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Milingimbi.AP.941400_TMYx.2007-2021.zip
82,Milingimbi.AP NT AUS,"['134.8919', '-12.09310', '16.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Milingimbi.AP.941400_TMYx.zip
83,Central.Arnhem.Plateau NT AUS,"['133.0830', '-13.33300', '416.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Central.Arnhem.Plateau.941410_TMYx.2004-2018.zip
84,Central.Arnhem.Plateau NT AUS,"['133.0860', '-13.32800', '416.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Central.Arnhem.Plateau.941410_TMYx.2007-2021.zip
85,Central.Arnhem.Plateau NT AUS,"['133.0860', '-13.32800', '416.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Central.Arnhem.Plateau.941410_TMYx.zip
86,Maningrida.AP NT AUS,"['134.2170', '-12.05000', '16.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Maningrida.AP.941420_TMYx.zip
87,Bulman NT AUS,"['134.3330', '-13.66700', '105.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Bulman.941430_TMYx.2004-2018.zip
88,Bulman NT AUS,"['134.3414', '-13.67140', '105.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Bulman.941430_TMYx.2007-2021.zip
89,Bulman NT AUS,"['134.3414', '-13.67140', '105.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Bulman.941430_TMYx.zip
90,Rimbija.Island-Cape.Wessels.AP NT AUS,"['136.7500', '-11.01700', '3.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Rimbija.Island-Cape.Wessels.AP.941470_TMYx.2004-2018.zip
91,Rimbija.Island-Cape.Wessels.AP NT AUS,"['136.7590', '-11.00400', '3.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Rimbija.Island-Cape.Wessels.AP.941470_TMYx.2007-2021.zip
92,Rimbija.Island-Cape.Wessels.AP NT AUS,"['136.7590', '-11.00400', '3.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Rimbija.Island-Cape.Wessels.AP.941470_TMYx.zip
93,Alyangula.Police.Station NT AUS,"['136.4170', '-13.85000', '22.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Alyangula.Police.Station.941490_TMYx.2007-2021.zip
94,Alyangula.Police.Station NT AUS,"['136.4170', '-13.85000', '22.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Alyangula.Police.Station.941490_TMYx.zip
95,Gove.AP NT AUS,"['136.8170', '-12.28300', '53.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Gove.AP.941500_TMYx.2004-2018.zip
96,Gove.AP NT AUS,"['136.8203', '-12.27420', '53.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Gove.AP.941500_TMYx.2007-2021.zip
97,Gove.AP NT AUS,"['136.8203', '-12.27420', '53.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Gove.AP.941500_TMYx.zip
98,North.East.Island NT AUS,"['136.9408', '-13.64140', '15.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_North.East.Island.941510_TMYx.2004-2018.zip
99,North.East.Island NT AUS,"['136.9440', '-13.64500', '15.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_North.East.Island.941510_TMYx.2007-2021.zip
100,North.East.Island NT AUS,"['136.9440', '-13.64500', '15.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_North.East.Island.941510_TMYx.zip
101,Borroloola.AP NT AUS,"['136.3000', '-16.08300', '17.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Borroloola.AP.941520_TMYx.2004-2018.zip
102,Borroloola.AP NT AUS,"['136.3050', '-16.07730', '17.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Borroloola.AP.941520_TMYx.2007-2021.zip
103,Borroloola.AP NT AUS,"['136.3050', '-16.07730', '17.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Borroloola.AP.941520_TMYx.zip
104,Angurugu-Groote.Eylandt.AP NT AUS,"['136.4600', '-13.97500', '16.2']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Angurugu-Groote.Eylandt.AP.941530_TMYx.2004-2018.zip
105,Angurugu-Groote.Eylandt.AP NT AUS,"['136.4631', '-13.97470', '16.2']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Angurugu-Groote.Eylandt.AP.941530_TMYx.2007-2021.zip
106,Angurugu-Groote.Eylandt.AP NT AUS,"['136.4631', '-13.97470', '16.2']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/NT_Northern_Territory/AUS_NT_Angurugu-Groote.Eylandt.AP.941530_TMYx.zip
107,Mission.River-Weipa QLD AUS,"['141.9170', '-12.68300', '19.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/QLD_Queensland/AUS_QLD_Mission.River-Weipa.941700_TMYx.2004-2018.zip
108,Mission.River-Weipa.AP QLD AUS,"['141.9208', '-12.67780', '19.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/QLD_Queensland/AUS_QLD_Mission.River-Weipa.AP.941700_TMYx.2007-2021.zip
109,Mission.River-Weipa QLD AUS,"['141.9208', '-12.67780', '19.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/QLD_Queensland/AUS_QLD_Mission.River-Weipa.941700_TMYx.zip
110,Mission.River-Weipa.AP QLD AUS,"['141.8427', '-12.66070', '19.2']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/QLD_Queensland/AUS_QLD_Mission.River-Weipa.AP.941710_TMYx.2004-2018.zip
111,Mission.River-RAAF.Scherger QLD AUS,"['142.0869', '-12.61667', '40.1']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/QLD_Queensland/AUS_QLD_Mission.River-RAAF.Scherger.941710_TMYx.2007-2021.zip
112,Mission.River-Weipa.AP QLD AUS,"['142.0869', '-12.61667', '40.1']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/QLD_Queensland/AUS_QLD_Mission.River-Weipa.AP.941710_TMYx.zip
113,Horn.Island.AP QLD AUS,"['142.2830', '-10.58300', '5.0']",https://climate.onebuilding.org/WMO_Region_5_Southwest_Pacific/AUS_Australia/QLD_Queensland/AUS_QLD_Horn.Island.AP.941740_TMYx.2004-2018.zip
